                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    217,                0.48686,                0.62124,                0.38534,                0.87061,                0.92402,                0.89679,                0.91534,                0.80216,                0.97179,                0.75922,                0.84344,                0.63578,                0.54316,                 1.6906,                0.52009,                0.66715,             0.00095406,             0.00095406,             0.00095406
                    218,                 0.4966,                0.70849,                0.39409,                0.88253,                0.98272,                0.85789,                0.91093,                0.78998,                0.95357,                0.74709,                 0.8148,                0.63554,                0.57634,                 1.6123,                0.56798,                0.71034,             0.00095076,             0.00095076,             0.00095076
                    219,                0.49669,                0.60799,                0.39504,                0.90331,                0.97605,                0.85789,                0.91058,                0.78955,                0.85247,                0.77622,                0.81011,                0.61907,                0.58053,                 1.5452,                0.56801,                0.71308,             0.00094746,             0.00094746,             0.00094746
                    220,                 0.5238,                0.63521,                0.40024,                0.89437,                0.97007,                 0.8502,                0.91243,                 0.7917,                0.89665,                0.78615,                0.82644,                0.61918,                0.56642,                 1.6379,                0.53853,                0.68795,             0.00094416,             0.00094416,             0.00094416
                    221,                0.48004,                0.70692,                0.36761,                0.86128,                0.94951,                0.86979,                0.91086,                0.78996,                0.96674,                0.75074,                0.83333,                0.62183,                0.57296,                 1.7244,                0.52669,                0.68503,             0.00094085,             0.00094085,             0.00094085
                    222,                0.46638,                0.66921,                0.37227,                0.88456,                0.92817,                0.84598,                0.90372,                0.79332,                0.96459,                0.75074,                0.83196,                0.61222,                0.57911,                 1.6043,                0.54706,                0.68374,             0.00093755,             0.00093755,             0.00093755
                    223,                0.46617,                 0.5604,                0.36074,                0.88116,                0.94492,                0.85471,                0.90609,                0.78397,                0.95211,                0.73884,                0.82001,                0.62496,                 0.5836,                 1.5894,                0.56118,                0.68229,             0.00093425,             0.00093425,             0.00093425
                    224,                0.49957,                0.73003,                0.38271,                0.87462,                0.94405,                0.82641,                0.89168,                 0.7756,                0.99339,                0.73884,                0.82543,                0.62185,                0.56798,                 1.6183,                0.54701,                0.68072,             0.00093095,             0.00093095,             0.00093095
                    225,                0.49958,                0.69298,                0.39711,                0.87248,                0.88446,                0.86979,                0.89892,                0.78236,                0.99554,                0.73406,                0.82913,                0.61316,                0.57213,                 1.6093,                0.54438,                0.68542,             0.00092765,             0.00092765,             0.00092765
                    226,                0.45999,                0.65504,                0.35093,                0.87752,                0.90384,                 0.8817,                0.90301,                0.77594,                 0.9968,                0.73541,                0.83109,                0.62215,                0.59663,                 1.5219,                0.56487,                0.68671,             0.00092435,             0.00092435,             0.00092435
                    227,                0.51088,                0.71531,                0.37723,                0.87675,                0.90482,                0.85789,                0.88742,                0.77311,                0.88636,                 0.7759,                0.83132,                0.62489,                0.61217,                 1.3993,                0.56874,                0.69314,             0.00092105,             0.00092105,             0.00092105
                    228,                0.51253,                0.69323,                0.38243,                0.88643,                0.92894,                0.86979,                0.91398,                0.79011,                0.94008,                0.78591,                0.84481,                 0.6387,                0.59373,                 1.3754,                0.53913,                 0.6899,             0.00091775,             0.00091775,             0.00091775
                    229,                0.50913,                0.74252,                0.39441,                0.87913,                0.93826,                0.85789,                0.91503,                0.79452,                0.90894,                0.79836,                0.83573,                0.62921,                0.61024,                   1.39,                  0.532,                0.69067,             0.00091445,             0.00091445,             0.00091445
                    230,                0.51101,                0.73699,                0.38315,                0.88377,                0.91815,                0.85789,                0.90658,                0.80841,                0.88589,                0.78646,                 0.8167,                0.62997,                0.55854,                 1.4883,                0.52873,                0.67332,             0.00091115,             0.00091115,             0.00091115
                    231,                0.47574,                0.71108,                0.37114,                 0.8634,                0.95202,                0.84598,                0.90568,                 0.7897,                0.90767,                0.78646,                0.81749,                0.64047,                 0.5667,                 1.5995,                0.55344,                0.68155,             0.00090785,             0.00090785,             0.00090785
                    232,                 0.5125,                0.73055,                0.39043,                 0.8813,                0.95639,                0.83408,                 0.9003,                0.78148,                0.92783,                0.77455,                0.82064,                0.62668,                 0.5581,                 1.5308,                0.57355,                0.70299,             0.00090455,             0.00090455,             0.00090455
                    233,                0.47787,                0.64141,                0.36976,                 0.8631,                0.93628,                0.85789,                0.91109,                0.78127,                0.95038,                0.77455,                0.83038,                0.62772,                0.54932,                 1.6505,                0.55653,                0.70462,             0.00090125,             0.00090125,             0.00090125
                    234,                0.47593,                0.56569,                0.36986,                0.88028,                0.96134,                0.83745,                0.91599,                0.78137,                0.96602,                0.78274,                0.84943,                0.64363,                0.56946,                 1.8977,                0.58101,                 0.6898,             0.00089795,             0.00089795,             0.00089795
                    235,                0.44707,                0.60375,                0.35797,                0.85806,                0.95215,                0.88631,                0.92142,                0.78492,                0.93063,                0.82217,                0.84953,                0.65235,                0.55302,                 1.9139,                0.57062,                0.65925,             0.00089465,             0.00089465,             0.00089465
                    236,                0.48011,                0.60998,                0.36471,                0.89601,                  0.959,                0.86979,                0.92154,                0.77817,                0.92884,                0.80834,                0.84629,                0.65592,                0.57068,                 1.8696,                0.55626,                0.66538,             0.00089134,             0.00089134,             0.00089134
                    237,                0.46293,                0.66864,                0.35248,                0.87474,                0.94525,                0.84855,                0.91476,                0.77248,                0.91658,                0.79836,                0.84455,                0.64203,                0.57231,                 1.8338,                0.55637,                0.67667,             0.00088804,             0.00088804,             0.00088804
                    238,                 0.4666,                0.58471,                0.35934,                0.88004,                0.96831,                0.84598,                 0.9189,                 0.7895,                0.93549,                0.81027,                0.85773,                0.63619,                0.57666,                 1.8875,                0.55845,                0.67527,             0.00088474,             0.00088474,             0.00088474
                    239,                0.46618,                0.60901,                0.35826,                0.87211,                0.95843,                0.87725,                0.92563,                0.79855,                0.99387,                0.77068,                0.85571,                0.63833,                0.55214,                 1.8673,                 0.5585,                 0.6415,             0.00088144,             0.00088144,             0.00088144
                    240,                0.50169,                0.65253,                 0.3773,                0.87151,                0.94951,                 0.8766,                0.91599,                0.79357,                0.97235,                0.74005,                0.82704,                0.62368,                0.55574,                 1.6858,                 0.5096,                0.64487,             0.00087814,             0.00087814,             0.00087814
                    241,                0.48812,                0.57357,                0.38079,                0.88288,                0.93215,                0.83223,                0.90153,                 0.7892,                0.96034,                0.74098,                0.82814,                0.62646,                0.55211,                 1.6052,                0.49259,                0.64884,             0.00087484,             0.00087484,             0.00087484
                    242,                0.48321,                0.60644,                  0.382,                0.88292,                  0.951,                0.82217,                0.90571,                0.78708,                0.93701,                0.73884,                0.82805,                0.62147,                0.56328,                 1.6459,                 0.5066,                0.66924,             0.00087154,             0.00087154,             0.00087154
                    243,                0.48589,                0.63121,                0.36873,                0.87563,                0.97174,                 0.8817,                0.93141,                0.79547,                0.94451,                0.76265,                0.83749,                0.63161,                0.57022,                 1.7893,                0.51566,                0.68281,             0.00086824,             0.00086824,             0.00086824
                    244,                0.48974,                0.68638,                0.35951,                0.87375,                0.98016,                 0.8817,                0.93187,                0.79017,                0.88812,                 0.7859,                0.82236,                0.62051,                0.55899,                 1.8308,                0.51315,                0.67906,             0.00086494,             0.00086494,             0.00086494
                    245,                0.48387,                0.63266,                 0.3774,                0.88317,                0.98071,                0.86979,                0.93292,                0.79304,                0.87397,                0.77455,                0.81954,                0.62401,                0.55342,                 1.7553,                0.51918,                0.67116,             0.00086164,             0.00086164,             0.00086164
                    246,                0.46655,                0.63755,                0.36056,                0.87515,                0.98051,                0.86979,                0.92438,                0.80259,                0.88286,                0.78646,                0.82392,                0.62614,                0.54267,                 1.6868,                0.48979,                0.66138,             0.00085834,             0.00085834,             0.00085834
                    247,                0.47488,                0.67158,                0.36556,                0.87637,                0.94578,                0.86459,                0.92081,                0.79611,                0.88849,                0.77455,                0.83145,                0.63196,                0.55284,                 1.7865,                0.49839,                0.67282,             0.00085504,             0.00085504,             0.00085504
                    248,                0.46241,                0.65394,                0.35788,                0.87527,                0.93695,                0.86872,                0.91476,                0.79871,                0.93449,                0.77937,                0.84071,                0.63141,                  0.557,                 1.8036,                0.49222,                0.68547,             0.00085174,             0.00085174,             0.00085174
                    249,                0.47154,                0.57921,                0.36134,                0.87401,                0.95528,                 0.8817,                0.92385,                 0.8073,                0.91056,                0.81027,                0.84048,                0.63547,                0.55916,                 1.7618,                0.47859,                 0.6835,             0.00084844,             0.00084844,             0.00084844
                    250,                0.47444,                0.62318,                0.36096,                0.86727,                0.95898,                0.87821,                0.92486,                0.79731,                0.94432,                0.79836,                0.85553,                  0.648,                0.56843,                 1.6548,                0.44716,                0.67579,             0.00084514,             0.00084514,             0.00084514
                    251,                0.47692,                0.62337,                0.36591,                0.89113,                0.96915,                0.85789,                0.91947,                0.78816,                0.94164,                0.82236,                0.86364,                0.65233,                0.55622,                 1.6434,                0.44688,                 0.6681,             0.00084184,             0.00084184,             0.00084184
                    252,                0.44264,                0.66569,                0.34155,                0.86623,                0.97073,                0.85699,                0.91305,                0.79865,                0.88507,                0.78743,                0.82369,                0.63663,                0.53737,                  1.621,                0.45007,                0.66621,             0.00083853,             0.00083853,             0.00083853
                    253,                0.46517,                 0.6505,                0.37081,                 0.8814,                0.96637,                0.85789,                0.91354,                0.79743,                0.87209,                0.77455,                0.80828,                 0.6211,                0.53723,                 1.5817,                0.47972,                0.66519,             0.00083523,             0.00083523,             0.00083523
                    254,                0.44463,                0.56372,                0.35541,                0.87335,                0.94634,                0.86979,                0.91488,                0.79848,                0.88443,                0.77415,                0.80681,                0.61874,                0.51988,                 1.5737,                0.51112,                0.65508,             0.00083193,             0.00083193,             0.00083193
                    255,                0.46324,                0.63107,                0.35446,                0.87781,                0.95623,                 0.8936,                0.92076,                 0.7949,                0.88895,                0.78688,                0.81888,                 0.6203,                0.54602,                 1.7032,                 0.5065,                0.65587,             0.00082863,             0.00082863,             0.00082863
                    256,                0.46947,                0.64721,                0.37258,                0.87042,                0.97168,                0.85789,                0.90646,                0.80115,                0.92643,                0.81027,                0.84526,                0.63743,                 0.5305,                 1.6981,                0.47727,                0.66052,             0.00082533,             0.00082533,             0.00082533
                    257,                0.47364,                0.64298,                0.35245,                0.86821,                0.94213,                0.85789,                0.90341,                0.79032,                0.88548,                0.81027,                0.83381,                0.63059,                0.53969,                 1.6782,                0.46015,                 0.6664,             0.00082203,             0.00082203,             0.00082203
                    258,                0.45544,                0.66371,                0.35223,                0.86738,                 0.9539,                0.85789,                0.91897,                0.78073,                0.90142,                 0.7977,                0.84251,                0.63483,                0.56843,                  1.603,                 0.4592,                 0.6787,             0.00081873,             0.00081873,             0.00081873
                    259,                0.45764,                0.57629,                0.35209,                0.85977,                0.97418,                0.85399,                0.92154,                0.78665,                0.95621,                0.76265,                0.82789,                0.64365,                0.57626,                 1.6107,                0.50927,                0.68483,             0.00081543,             0.00081543,             0.00081543
                    260,                0.45009,                  0.638,                0.35431,                0.87453,                0.94854,                0.85789,                0.92024,                0.80129,                 0.8658,                0.78646,                0.81638,                0.64138,                0.55138,                 1.5201,                0.53172,                0.65757,             0.00081213,             0.00081213,             0.00081213
                    261,                0.44968,                0.56611,                0.35879,                0.85839,                 0.9568,                0.86268,                0.91872,                0.80042,                0.92138,                 0.7438,                0.79976,                0.63555,                0.56119,                 1.4902,                0.53209,                0.65419,             0.00080883,             0.00080883,             0.00080883
                    262,                0.45475,                0.56542,                0.34606,                0.86911,                0.95752,                0.85979,                0.90611,                0.79194,                0.86775,                0.75543,                0.78728,                0.63456,                0.58012,                 1.4937,                0.53197,                0.65778,             0.00080553,             0.00080553,             0.00080553
                    263,                0.44745,                0.62675,                0.34383,                0.87425,                0.95987,                0.85789,                0.91664,                0.78838,                0.88455,                0.78646,                0.80338,                0.63295,                0.60288,                 1.6909,                0.52346,                0.68125,             0.00080223,             0.00080223,             0.00080223
                    264,                0.46336,                0.67324,                0.35813,                0.87388,                0.96481,                0.85571,                0.91472,                0.78778,                0.91804,                0.78646,                0.81965,                0.63824,                0.61097,                 1.8869,                0.48029,                0.67387,             0.00079893,             0.00079893,             0.00079893
                    265,                0.45943,                0.62605,                0.33829,                0.84851,                0.97755,                0.86731,                0.92226,                0.79066,                0.91451,                0.78646,                0.82114,                0.63721,                0.60333,                 1.9261,                0.46898,                0.66435,             0.00079563,             0.00079563,             0.00079563
                    266,                0.45797,                0.62144,                0.35227,                 0.8873,                0.98191,                0.86979,                0.92313,                0.79891,                0.91327,                0.78646,                0.83305,                0.63639,                0.59349,                 1.8292,                0.44795,                0.65282,             0.00079233,             0.00079233,             0.00079233
                    267,                0.47356,                0.63616,                0.35876,                0.86181,                0.99098,                0.83692,                0.91607,                 0.7982,                0.91378,                0.78021,                0.83461,                0.62031,                0.55145,                 1.6516,                0.44405,                0.65794,             0.00078902,             0.00078902,             0.00078902
                    268,                0.46171,                0.65398,                0.37022,                0.87231,                0.95634,                0.85789,                0.92463,                0.79111,                0.87831,                0.75765,                 0.8163,                0.62271,                0.57832,                 1.3821,                0.47184,                0.67506,             0.00078572,             0.00078572,             0.00078572
                    269,                0.48069,                0.63059,                0.36962,                0.86101,                0.97039,                0.85789,                0.92339,                0.79125,                0.89073,                0.74697,                0.81898,                0.62332,                0.58577,                 1.4587,                0.49692,                0.67429,             0.00078242,             0.00078242,             0.00078242
                    270,                0.48873,                0.60027,                0.37714,                0.87167,                0.92102,                0.90551,                   0.93,                0.79535,                0.95175,                0.75074,                0.83289,                0.62994,                 0.5655,                  1.888,                0.47666,                0.66336,             0.00077912,             0.00077912,             0.00077912
                    271,                0.48894,                0.73264,                 0.3689,                0.87443,                0.94656,                0.86979,                0.91775,                0.79585,                0.86739,                0.79836,                  0.822,                 0.6249,                0.56094,                 1.9686,                0.48608,                0.66083,             0.00077582,             0.00077582,             0.00077582
                    272,                0.45777,                0.59797,                0.35639,                 0.8685,                0.92256,                0.86749,                0.91058,                0.79721,                 0.9322,                0.74825,                0.81178,                0.62436,                0.56251,                 1.6951,                0.49199,                 0.6756,             0.00077252,             0.00077252,             0.00077252
                    273,                0.44838,                0.64996,                0.33572,                0.85749,                0.88604,                 0.8817,                0.90425,                0.79142,                0.94904,                 0.7579,                0.82755,                0.62889,                0.57404,                 1.5764,                0.52444,                0.69138,             0.00076922,             0.00076922,             0.00076922
                    274,                0.46958,                 0.6684,                0.36079,                 0.8591,                0.92354,                0.83408,                0.88938,                0.77929,                0.95775,                0.75074,                0.83239,                0.62328,                0.57463,                 1.4475,                0.53967,                0.70013,             0.00076592,             0.00076592,             0.00076592
                    275,                0.45747,                0.74043,                0.35273,                0.87254,                0.94684,                0.83136,                0.89829,                0.78489,                0.91723,                0.80755,                0.85201,                 0.6466,                0.57057,                 1.4258,                0.54403,                0.68048,             0.00076262,             0.00076262,             0.00076262
                    276,                0.47873,                0.69829,                0.35661,                 0.8746,                 0.9581,                0.83286,                0.90062,                0.77753,                0.91252,                0.79532,                0.83476,                0.61888,                0.57264,                 1.4091,                0.56289,                0.68881,             0.00075932,             0.00075932,             0.00075932
                    277,                0.46485,                0.60199,                0.35059,                0.88046,                0.95667,                0.83334,                0.90517,                0.78806,                0.91097,                0.79341,                0.82997,                0.61452,                0.56654,                 1.4252,                0.56697,                0.68606,             0.00075602,             0.00075602,             0.00075602
                    278,                0.42996,                0.58931,                0.34079,                0.86042,                0.95646,                0.84598,                0.90526,                0.77832,                0.91162,                0.79468,                0.83083,                0.61058,                0.57451,                  1.537,                0.57212,                0.68449,             0.00075272,             0.00075272,             0.00075272
                    279,                0.46175,                0.70802,                0.35241,                0.87319,                0.95517,                0.83408,                0.90747,                0.77785,                0.94376,                0.78516,                0.84822,                0.61838,                0.57736,                 1.6849,                0.56359,                0.69189,             0.00074942,             0.00074942,             0.00074942
                    280,                0.44899,                0.64532,                 0.3528,                0.87022,                0.93788,                0.82217,                0.90329,                0.78578,                0.88042,                0.77455,                0.80905,                0.60989,                0.56736,                  1.613,                0.53339,                0.70893,             0.00074612,             0.00074612,             0.00074612
                    281,                0.45701,                0.56498,                0.35515,                0.86702,                0.95173,                0.83408,                 0.9011,                0.77825,                0.87855,                0.77455,                0.80733,                0.60916,                0.56709,                 1.6462,                0.51528,                0.70846,             0.00074282,             0.00074282,             0.00074282
                    282,                0.44237,                0.64491,                0.34498,                0.86166,                0.95779,                0.83096,                0.90431,                0.76968,                0.87569,                0.76265,                0.79951,                0.61176,                0.57831,                 1.6983,                0.48623,                0.69244,             0.00073951,             0.00073951,             0.00073951
                    283,                0.47176,                0.61577,                0.35965,                0.86713,                0.92285,                  0.872,                0.91123,                0.77893,                0.91314,                0.78646,                0.82908,                 0.6255,                0.53484,                 1.7198,                0.50027,                0.66332,             0.00073621,             0.00073621,             0.00073621
                    284,                0.45698,                0.54483,                0.34984,                0.85877,                0.97055,                0.88733,                0.92367,                0.79233,                0.92718,                 0.7889,                0.84777,                0.63551,                0.51433,                 1.8061,                0.47398,                0.64818,             0.00073291,             0.00073291,             0.00073291
                    285,                0.49338,                0.63799,                0.35998,                0.88853,                0.95904,                0.90317,                0.92418,                0.79865,                0.96477,                0.75074,                0.82974,                0.62818,                0.51477,                 1.8276,                0.49051,                0.64759,             0.00072961,             0.00072961,             0.00072961
                    286,                0.44306,                0.59759,                0.33563,                0.86242,                 0.9288,                0.84711,                0.90897,                0.78953,                0.96203,                0.75074,                0.83422,                0.63378,                0.54521,                 1.6845,                0.49917,                0.66842,             0.00072631,             0.00072631,             0.00072631
                    287,                0.42518,                0.55173,                0.33596,                0.86778,                0.88631,                0.86834,                0.90859,                0.79066,                 0.9624,                0.75801,                0.83426,                0.62717,                0.53907,                 1.6227,                0.47983,                 0.6786,             0.00072301,             0.00072301,             0.00072301
                    288,                0.41179,                0.51307,                 0.3281,                0.89018,                0.90238,                 0.8817,                0.91051,                0.78606,                0.97002,                0.76265,                0.83955,                0.62677,                0.52678,                 1.7112,                0.47587,                0.66596,             0.00071971,             0.00071971,             0.00071971
                    289,                0.43414,                0.53562,                  0.342,                0.86012,                0.93773,                0.85983,                0.91396,                0.78723,                0.95436,                0.76442,                0.83643,                0.62263,                 0.5383,                 1.7434,                0.47449,                0.66499,             0.00071641,             0.00071641,             0.00071641
                    290,                0.42302,                0.55917,                0.33023,                 0.8715,                 0.9705,                0.85452,                0.91761,                0.79386,                0.91231,                0.78985,                0.83394,                0.63288,                 0.5222,                 1.9526,                0.47947,                0.65144,             0.00071311,             0.00071311,             0.00071311
                    291,                0.44236,                0.57411,                0.34554,                0.87496,                0.96625,                 0.8817,                0.91918,                0.79558,                0.95541,                  0.786,                0.84153,                0.63163,                0.52964,                 2.1505,                0.47261,                0.63964,             0.00070981,             0.00070981,             0.00070981
                    292,                0.46291,                0.65826,                 0.3445,                0.87245,                0.97113,                0.87801,                 0.9203,                 0.7904,                0.93647,                0.78646,                0.82003,                0.61853,                0.52494,                 2.2663,                0.48934,                0.63449,             0.00070651,             0.00070651,             0.00070651
                    293,                0.44293,                 0.5865,                0.34305,                0.87046,                0.97166,                0.87736,                 0.9205,                0.78962,                0.91884,                0.77455,                0.80884,                0.61912,                0.52792,                 2.2579,                0.50122,                0.64083,             0.00070321,             0.00070321,             0.00070321
                    294,                0.42197,                0.62625,                0.34658,                0.87163,                0.97035,                0.88177,                0.92459,                0.78874,                0.91036,                 0.7798,                 0.8141,                0.63083,                0.51707,                 2.1292,                0.52148,                0.65602,             0.00069991,             0.00069991,             0.00069991
                    295,                0.45031,                0.59046,                0.35096,                0.86403,                0.97769,                0.85447,                  0.926,                0.77831,                0.90545,                0.78646,                0.81726,                0.63613,                0.54756,                 2.0077,                0.58934,                0.66966,             0.00069661,             0.00069661,             0.00069661
                    296,                0.42404,                0.54514,                 0.3268,                0.86398,                0.98491,                0.84263,                0.92299,                0.78075,                0.91628,                0.78646,                0.82394,                0.63612,                 0.5308,                 1.8682,                0.60072,                0.67333,             0.00069331,             0.00069331,             0.00069331
                    297,                0.44025,                0.64374,                0.33551,                0.87408,                0.98494,                0.84441,                0.92201,                0.78555,                0.90207,                0.77455,                 0.8131,                0.62454,                0.53859,                 1.8543,                0.58979,                 0.6805,                0.00069,                0.00069,                0.00069
                    298,                0.40976,                0.55465,                0.32359,                0.85845,                 0.9569,                  0.842,                0.92126,                0.78274,                 0.9097,                0.77382,                 0.8093,                0.62221,                0.54237,                 1.6497,                0.55952,                0.66963,              0.0006867,              0.0006867,              0.0006867
                    299,                0.46929,                0.62595,                 0.3607,                0.86651,                0.97071,                0.86236,                0.92649,                0.79019,                0.89371,                0.76265,                0.79864,                0.62745,                 0.5497,                 1.5785,                0.58896,                0.66093,              0.0006834,              0.0006834,              0.0006834
                    300,                0.43616,                0.58199,                 0.3337,                0.86486,                0.97035,                0.85817,                0.92689,                0.79086,                0.91301,                0.77455,                0.82128,                0.63375,                0.52771,                 1.7899,                0.56944,                0.64713,              0.0006801,              0.0006801,              0.0006801
                    301,                0.46546,                0.64296,                0.34336,                0.88203,                0.97201,                0.85789,                0.92745,                0.78626,                0.92695,                0.79836,                0.83775,                0.63827,                0.53301,                 1.7775,                0.55809,                0.64459,              0.0006768,              0.0006768,              0.0006768
                    302,                0.45388,                0.61556,                0.34886,                0.86895,                0.96767,                0.85789,                0.92242,                0.78723,                0.94089,                0.81027,                0.85783,                0.63694,                0.53182,                 1.7727,                0.54068,                0.64319,              0.0006735,              0.0006735,              0.0006735
                    303,                 0.4452,                 0.6549,                0.33686,                0.87724,                0.94931,                0.84319,                0.92004,                0.78564,                0.92788,                0.79836,                0.85585,                0.64121,                0.54917,                 1.7797,                0.55493,                0.64701,              0.0006702,              0.0006702,              0.0006702
                    304,                0.43846,                 0.5901,                0.32771,                0.86281,                0.95532,                0.85444,                0.91959,                0.78123,                0.98338,                0.76265,                0.84804,                0.63516,                0.55601,                 1.7683,                0.53655,                0.64677,              0.0006669,              0.0006669,              0.0006669
                    305,                0.44805,                  0.546,                0.33382,                0.86884,                0.95221,                0.85478,                0.91687,                0.78934,                0.97043,                0.75074,                0.83323,                0.63014,                0.56623,                 1.7026,                0.53892,                0.64738,              0.0006636,              0.0006636,              0.0006636
                    306,                0.45364,                0.56138,                0.33071,                0.87888,                 0.9284,                0.83927,                0.92014,                 0.7897,                0.96091,                0.77455,                0.84903,                0.63723,                0.54905,                 1.7123,                0.58696,                0.65188,              0.0006603,              0.0006603,              0.0006603
                    307,                0.44634,                0.58761,                0.33265,                0.85396,                 0.9277,                0.84093,                0.91483,                0.80634,                0.96093,                0.75074,                0.83655,                0.63381,                0.51681,                 2.0482,                0.60642,                0.65535,               0.000657,               0.000657,               0.000657
                    308,                0.44718,                0.61418,                0.33223,                0.85101,                0.96087,                0.83266,                0.91898,                0.79165,                0.90575,                0.77308,                0.83128,                0.63692,                0.54376,                  2.034,                0.55825,                0.65211,              0.0006537,              0.0006537,              0.0006537
                    309,                0.43299,                0.61694,                0.35183,                0.85862,                0.96703,                0.85789,                 0.9185,                0.79024,                0.94458,                0.79285,                0.85928,                0.63776,                0.55799,                  1.983,                0.54734,                0.65152,              0.0006504,              0.0006504,              0.0006504
                    310,                0.45767,                 0.6517,                0.34555,                0.86261,                0.93371,                0.85971,                0.91617,                 0.7883,                0.93212,                0.78228,                0.84441,                0.64146,                0.56342,                 1.9339,                0.54717,                0.65769,              0.0006471,              0.0006471,              0.0006471
